order_id,coffee_type,milk_type,cost,time,server_name
1621,Cortado,Oat,4.9,2024-11-15T18:36:34.103185Z,Dana
1622,Americano,Almond,3.94,2024-11-15T13:13:55.103185Z,Alice
1623,Cortado,Almond,4.35,2024-11-14T20:32:50.103185Z,Charlie
1624,Latte,Oat,4.77,2024-11-15T00:41:47.103185Z,Bob
1625,Cortado,Oat,3.13,2024-11-15T10:04:44.103185Z,Alice
1626,Latte,Oat,2.75,2024-11-15T09:15:34.103185Z,Dana
1627,Americano,Almond,4.03,2024-11-15T18:47:21.103185Z,Bob
1628,Latte,Regular,3.93,2024-11-14T20:37:03.103185Z,Dana
1629,Cortado,Oat,2.94,2024-11-15T12:09:21.103185Z,Bob
1630,Latte,Oat,3.03,2024-11-14T21:17:04.103185Z,Charlie
1631,Latte,Almond,4.04,2024-11-14T23:53:56.103185Z,Charlie
1632,Latte,Almond,3.68,2024-11-15T10:38:08.103185Z,Alice
1633,Latte,Almond,2.63,2024-11-15T07:07:39.103185Z,Dana
1634,Latte,Regular,3.13,2024-11-15T13:09:11.103185Z,Bob
1635,Latte,Regular,2.71,2024-11-15T13:47:15.103185Z,Charlie
1636,Latte,Oat,4.54,2024-11-15T15:38:50.103185Z,Alice
1637,Cortado,Oat,2.67,2024-11-15T04:53:13.103185Z,Charlie
1638,Latte,Oat,3.44,2024-11-15T02:06:52.103185Z,Alice
1639,Americano,Oat,3.49,2024-11-15T03:36:08.103185Z,Charlie
1640,Latte,Regular,4.59,2024-11-15T01:20:11.103185Z,Charlie
1641,Americano,Regular,2.61,2024-11-15T02:28:39.103185Z,Charlie
1642,Americano,Almond,2.58,2024-11-15T11:34:47.103185Z,Alice
1643,Latte,Almond,3.47,2024-11-15T17:14:09.103185Z,Bob
1644,Cortado,Almond,3.61,2024-11-15T17:51:44.103185Z,Charlie
1645,Americano,Regular,4.92,2024-11-14T19:39:45.103185Z,Dana
1646,Cortado,Oat,3.11,2024-11-14T22:24:40.103185Z,Alice
1647,Cortado,Regular,4.02,2024-11-15T02:20:01.103185Z,Bob
1648,Cortado,Almond,3.75,2024-11-15T02:12:28.103185Z,Alice
1649,Americano,Almond,4.34,2024-11-15T12:09:13.103185Z,Dana
1650,Americano,Almond,4.74,2024-11-14T20:52:02.103185Z,Bob
1651,Cortado,Oat,2.72,2024-11-16T18:20:56.103185Z,Bob
1652,Americano,Almond,4.72,2024-11-16T02:37:07.103185Z,Dana
1653,Latte,Oat,4.72,2024-11-16T11:52:44.103185Z,Bob
1654,Latte,Regular,3.11,2024-11-15T20:34:34.103185Z,Alice
1655,Cortado,Almond,3.83,2024-11-16T08:35:19.103185Z,Dana
1656,Americano,Oat,2.79,2024-11-16T18:14:19.103185Z,Bob
1657,Americano,Oat,3.79,2024-11-16T04:56:06.103185Z,Dana
1658,Latte,Regular,4.8,2024-11-16T04:55:55.103185Z,Dana
1659,Cortado,Almond,4.92,2024-11-15T22:35:11.103185Z,Dana
1660,Americano,Almond,3.23,2024-11-16T08:00:01.103185Z,Charlie
1661,Cortado,Oat,2.82,2024-11-16T15:43:59.103185Z,Dana
1662,Cortado,Oat,4.56,2024-11-16T10:44:11.103185Z,Alice
1663,Latte,Almond,4.05,2024-11-16T03:12:45.103185Z,Alice
1664,Cortado,Almond,4.11,2024-11-16T08:47:44.103185Z,Dana
1665,Latte,Oat,4.93,2024-11-16T13:31:17.103185Z,Alice
1666,Americano,Regular,4.31,2024-11-16T15:36:17.103185Z,Alice
1667,Latte,Oat,3.48,2024-11-16T18:32:01.103185Z,Dana
1668,Latte,Regular,3.7,2024-11-16T10:01:29.103185Z,Charlie
1669,Americano,Oat,4.04,2024-11-16T04:11:48.103185Z,Bob
1670,Cortado,Regular,3.21,2024-11-15T21:33:59.103185Z,Dana
1671,Latte,Almond,4.88,2024-11-15T21:49:17.103185Z,Bob
1672,Cortado,Almond,3.27,2024-11-15T22:38:19.103185Z,Dana
1673,Americano,Oat,2.75,2024-11-16T15:02:38.103185Z,Dana
1674,Cortado,Almond,4.84,2024-11-16T05:36:12.103185Z,Bob
1675,Americano,Almond,4.46,2024-11-16T04:42:26.103185Z,Alice
1676,Americano,Regular,3.73,2024-11-16T16:29:24.103185Z,Charlie
1677,Latte,Almond,4.99,2024-11-16T09:56:55.103185Z,Alice
1678,Latte,Oat,4.04,2024-11-15T21:50:19.103185Z,Alice
1679,Americano,Oat,3.21,2024-11-16T15:02:26.103185Z,Dana
1680,Latte,Regular,4.2,2024-11-16T04:35:00.103185Z,Charlie
1681,Americano,Regular,2.73,2024-11-16T02:43:52.103185Z,Dana
1682,Latte,Oat,4.83,2024-11-15T20:41:36.103185Z,Bob
1683,Latte,Oat,3.28,2024-11-16T03:36:15.103185Z,Alice
1684,Cortado,Almond,3.26,2024-11-15T20:40:19.103185Z,Dana
1685,Cortado,Almond,3.94,2024-11-15T21:27:11.103185Z,Alice
1686,Cortado,Regular,3.13,2024-11-16T08:24:32.103185Z,Alice
1687,Americano,Almond,2.94,2024-11-16T02:53:34.103185Z,Charlie
1688,Latte,Almond,4.94,2024-11-16T04:35:51.103185Z,Charlie
1689,Cortado,Almond,4.79,2024-11-16T18:18:51.103185Z,Charlie
1690,Latte,Oat,4.21,2024-11-16T05:22:05.103185Z,Charlie
1691,Cortado,Almond,3.66,2024-11-16T05:51:20.103185Z,Dana
1692,Americano,Oat,2.77,2024-11-16T15:32:58.103185Z,Charlie
1693,Latte,Regular,4.8,2024-11-16T18:20:29.103185Z,Bob
1694,Americano,Almond,2.94,2024-11-16T05:21:02.103185Z,Dana
1695,Cortado,Oat,3.59,2024-11-15T19:52:16.103185Z,Charlie
1696,Americano,Regular,4.13,2024-11-16T13:12:31.103185Z,Alice
1697,Cortado,Almond,4.59,2024-11-16T11:26:38.103185Z,Alice
1698,Americano,Regular,4.34,2024-11-15T20:08:04.103185Z,Charlie
1699,Americano,Almond,2.65,2024-11-16T13:23:36.103185Z,Bob
1700,Cortado,Regular,3.12,2024-11-16T10:05:22.103185Z,Bob
1701,Cortado,Oat,4.36,2024-11-15T19:12:52.103185Z,Bob
1702,Americano,Oat,3.21,2024-11-16T16:11:25.103185Z,Charlie
1703,Cortado,Almond,3.6,2024-11-16T15:26:20.103185Z,Charlie
1704,Cortado,Regular,2.52,2024-11-17T00:58:38.103185Z,Charlie
1705,Cortado,Oat,3.33,2024-11-17T06:13:03.103185Z,Charlie
1706,Cortado,Almond,4.25,2024-11-17T05:42:12.103185Z,Dana
1707,Cortado,Almond,2.72,2024-11-17T04:08:10.103185Z,Bob
1708,Americano,Almond,3.81,2024-11-17T04:37:34.103185Z,Charlie
1709,Cortado,Oat,4.73,2024-11-16T23:33:02.103185Z,Bob
1710,Cortado,Almond,3.11,2024-11-16T21:15:05.103185Z,Charlie
1711,Latte,Almond,2.99,2024-11-17T11:43:15.103185Z,Dana
1712,Americano,Almond,4.61,2024-11-17T04:12:26.103185Z,Alice
1713,Latte,Oat,3.28,2024-11-17T08:50:41.103185Z,Dana
1714,Latte,Regular,3.08,2024-11-17T12:53:50.103185Z,Charlie
1715,Americano,Almond,2.8,2024-11-17T11:20:11.103185Z,Dana
1716,Latte,Regular,3.66,2024-11-17T18:05:39.103185Z,Alice
1717,Cortado,Almond,3.52,2024-11-17T17:51:05.103185Z,Bob
1718,Americano,Oat,3.12,2024-11-16T23:58:05.103185Z,Bob
1719,Latte,Oat,3.66,2024-11-16T21:59:50.103185Z,Dana
1720,Latte,Regular,4.25,2024-11-17T05:27:14.103185Z,Dana
1721,Cortado,Almond,3.83,2024-11-17T00:47:07.103185Z,Dana
1722,Latte,Oat,2.65,2024-11-17T01:02:54.103185Z,Bob
1723,Latte,Almond,3.29,2024-11-17T07:58:45.103185Z,Bob
1724,Americano,Oat,3.62,2024-11-16T19:33:49.103185Z,Bob
1725,Cortado,Almond,3.12,2024-11-17T06:53:00.103185Z,Bob
1726,Latte,Oat,4.24,2024-11-16T21:50:18.103185Z,Alice
1727,Cortado,Regular,4.92,2024-11-17T07:08:17.103185Z,Charlie
1728,Americano,Regular,4.27,2024-11-17T14:06:32.103185Z,Charlie
1729,Latte,Almond,3.1,2024-11-16T21:35:51.103185Z,Charlie
1730,Americano,Oat,2.53,2024-11-17T10:57:22.103185Z,Bob
1731,Latte,Oat,4.57,2024-11-17T12:07:26.103185Z,Bob
1732,Cortado,Almond,4.23,2024-11-17T10:28:45.103185Z,Dana
1733,Americano,Oat,4.71,2024-11-17T14:26:52.103185Z,Charlie
1734,Latte,Almond,4.12,2024-11-17T01:32:30.103185Z,Alice
1735,Cortado,Oat,3.13,2024-11-17T00:09:34.103185Z,Alice
1736,Americano,Almond,3.96,2024-11-17T09:39:00.103185Z,Alice
1737,Americano,Regular,4.0,2024-11-17T10:58:01.103185Z,Bob
1738,Latte,Oat,4.87,2024-11-16T22:22:51.103185Z,Dana
1739,Cortado,Almond,3.21,2024-11-17T17:54:55.103185Z,Bob
1740,Latte,Almond,2.78,2024-11-17T11:03:58.103185Z,Alice
1741,Cortado,Almond,2.72,2024-11-17T08:40:28.103185Z,Alice
1742,Americano,Oat,3.62,2024-11-17T06:25:46.103185Z,Charlie
1743,Latte,Oat,4.3,2024-11-17T15:13:31.103185Z,Alice
1744,Cortado,Oat,3.5,2024-11-16T20:20:27.103185Z,Dana
1745,Americano,Almond,2.73,2024-11-17T10:50:45.103185Z,Alice
1746,Cortado,Almond,4.31,2024-11-17T02:46:31.103185Z,Dana
1747,Cortado,Regular,3.75,2024-11-17T15:25:45.103185Z,Dana
1748,Cortado,Regular,4.69,2024-11-17T13:14:27.103185Z,Bob
1749,Americano,Oat,3.08,2024-11-17T16:34:03.103185Z,Dana
1750,Cortado,Almond,2.94,2024-11-17T14:57:32.103185Z,Dana
1751,Americano,Oat,4.84,2024-11-16T23:43:04.103185Z,Dana
1752,Cortado,Regular,3.53,2024-11-17T08:30:28.103185Z,Alice
1753,Cortado,Oat,3.87,2024-11-17T11:12:04.103185Z,Alice
1754,Cortado,Oat,3.36,2024-11-17T02:24:05.103185Z,Alice
1755,Cortado,Oat,3.77,2024-11-17T11:15:16.103185Z,Dana
1756,Americano,Almond,5.0,2024-11-17T16:07:22.103185Z,Alice
1757,Cortado,Regular,2.74,2024-11-17T12:56:50.103185Z,Alice
1758,Americano,Regular,4.42,2024-11-17T11:02:52.103185Z,Charlie
1759,Americano,Oat,3.86,2024-11-17T11:27:32.103185Z,Bob
1760,Cortado,Oat,3.02,2024-11-17T13:42:10.103185Z,Dana
1761,Americano,Oat,4.71,2024-11-18T03:18:38.103185Z,Alice
1762,Americano,Oat,4.37,2024-11-18T15:17:48.103185Z,Alice
1763,Americano,Regular,4.25,2024-11-18T06:03:56.103185Z,Bob
1764,Cortado,Oat,3.91,2024-11-18T06:23:48.103185Z,Charlie
1765,Cortado,Oat,4.52,2024-11-18T00:25:01.103185Z,Dana
1766,Latte,Regular,4.1,2024-11-18T17:06:29.103185Z,Dana
1767,Americano,Regular,3.59,2024-11-18T17:21:44.103185Z,Alice
1768,Cortado,Regular,4.1,2024-11-18T13:47:53.103185Z,Alice
1769,Cortado,Oat,2.54,2024-11-18T04:23:03.103185Z,Alice
1770,Cortado,Regular,4.05,2024-11-18T18:18:19.103185Z,Alice
1771,Americano,Oat,4.81,2024-11-18T00:19:32.103185Z,Alice
1772,Latte,Oat,3.06,2024-11-17T21:18:58.103185Z,Bob
1773,Latte,Oat,4.3,2024-11-18T16:28:18.103185Z,Bob
1774,Cortado,Regular,3.56,2024-11-18T11:38:23.103185Z,Alice
1775,Cortado,Oat,4.87,2024-11-18T15:15:25.103185Z,Bob
1776,Cortado,Regular,3.48,2024-11-18T07:40:33.103185Z,Alice
1777,Americano,Regular,4.29,2024-11-17T19:20:17.103185Z,Alice
1778,Cortado,Oat,4.49,2024-11-17T23:50:12.103185Z,Charlie
1779,Latte,Almond,4.83,2024-11-18T12:39:11.103185Z,Dana
1780,Cortado,Almond,3.49,2024-11-17T21:34:08.103185Z,Dana
1781,Americano,Regular,4.47,2024-11-18T10:03:54.103185Z,Bob
1782,Cortado,Regular,3.92,2024-11-18T03:37:09.103185Z,Alice
1783,Latte,Almond,3.18,2024-11-18T11:06:36.103185Z,Bob
1784,Latte,Oat,3.22,2024-11-18T03:18:36.103185Z,Charlie
1785,Americano,Almond,4.8,2024-11-18T03:38:33.103185Z,Bob
1786,Latte,Almond,4.35,2024-11-18T02:14:42.103185Z,Bob
1787,Americano,Almond,3.89,2024-11-18T15:15:19.103185Z,Bob
1788,Cortado,Oat,2.87,2024-11-18T17:06:43.103185Z,Charlie
1789,Latte,Oat,4.8,2024-11-17T21:03:07.103185Z,Charlie
1790,Americano,Regular,2.86,2024-11-18T17:00:54.103185Z,Alice
1791,Americano,Oat,3.36,2024-11-18T17:51:12.103185Z,Charlie
1792,Americano,Oat,2.82,2024-11-18T15:16:48.103185Z,Alice
1793,Cortado,Oat,3.52,2024-11-17T21:52:14.103185Z,Bob
1794,Cortado,Almond,4.05,2024-11-18T16:27:09.103185Z,Alice
1795,Cortado,Regular,4.34,2024-11-18T03:21:46.103185Z,Dana
1796,Cortado,Regular,2.56,2024-11-18T01:37:12.103185Z,Dana
1797,Cortado,Regular,3.8,2024-11-18T05:48:30.103185Z,Charlie
1798,Americano,Regular,3.03,2024-11-18T17:21:51.103185Z,Alice
1799,Latte,Almond,3.05,2024-11-17T22:07:59.103185Z,Charlie
1800,Latte,Regular,4.7,2024-11-18T16:18:20.103185Z,Bob
1801,Latte,Oat,3.8,2024-11-18T13:13:32.103185Z,Bob
1802,Latte,Regular,3.32,2024-11-18T18:30:51.103185Z,Alice
1803,Cortado,Oat,3.06,2024-11-17T23:56:48.103185Z,Bob
1804,Americano,Regular,2.81,2024-11-18T05:30:35.103185Z,Dana
1805,Cortado,Oat,4.5,2024-11-18T01:48:16.103185Z,Bob
1806,Latte,Almond,4.35,2024-11-17T21:32:33.103185Z,Dana
1807,Cortado,Oat,3.76,2024-11-18T08:20:26.103185Z,Alice
1808,Latte,Almond,4.79,2024-11-18T00:16:20.103185Z,Dana
1809,Latte,Almond,2.67,2024-11-18T09:40:17.103185Z,Alice
1810,Americano,Oat,3.17,2024-11-18T13:13:00.103185Z,Bob
1811,Latte,Oat,2.52,2024-11-18T03:28:18.103185Z,Dana
1812,Americano,Regular,4.77,2024-11-17T20:48:02.103185Z,Bob
1813,Latte,Oat,4.72,2024-11-18T20:51:11.103185Z,Charlie
1814,Americano,Almond,4.96,2024-11-18T22:25:14.103185Z,Charlie
1815,Americano,Oat,2.92,2024-11-19T15:18:45.103185Z,Alice
1816,Cortado,Almond,3.37,2024-11-18T23:53:56.103185Z,Dana
1817,Americano,Regular,2.65,2024-11-18T19:37:02.103185Z,Alice
1818,Latte,Almond,4.66,2024-11-18T22:25:43.103185Z,Charlie
1819,Latte,Almond,2.7,2024-11-19T02:33:42.103185Z,Charlie
1820,Latte,Regular,2.55,2024-11-19T05:12:28.103185Z,Alice
1821,Americano,Oat,4.37,2024-11-19T08:42:51.103185Z,Alice
1822,Latte,Regular,3.59,2024-11-18T23:43:41.103185Z,Charlie
1823,Latte,Oat,4.23,2024-11-18T22:56:58.103185Z,Dana
1824,Latte,Almond,3.21,2024-11-19T07:34:52.103185Z,Alice
1825,Cortado,Regular,2.52,2024-11-19T15:02:46.103185Z,Bob
1826,Americano,Oat,3.57,2024-11-19T08:35:24.103185Z,Alice
1827,Americano,Regular,4.37,2024-11-19T03:47:02.103185Z,Bob
1828,Cortado,Oat,3.97,2024-11-19T00:00:43.103185Z,Charlie
1829,Latte,Oat,3.13,2024-11-19T09:59:37.103185Z,Alice
1830,Latte,Oat,4.9,2024-11-19T17:04:48.103185Z,Charlie
1831,Americano,Almond,4.84,2024-11-19T00:05:37.103185Z,Alice
1832,Cortado,Regular,3.48,2024-11-18T21:52:58.103185Z,Bob
1833,Americano,Oat,3.8,2024-11-18T19:10:24.103185Z,Dana
1834,Latte,Almond,4.86,2024-11-19T17:09:17.103185Z,Alice
1835,Americano,Regular,2.89,2024-11-19T05:35:28.103185Z,Dana
1836,Latte,Regular,4.85,2024-11-19T13:10:53.103185Z,Charlie
1837,Cortado,Oat,2.62,2024-11-19T01:18:54.103185Z,Dana
1838,Cortado,Regular,4.05,2024-11-19T03:41:37.103185Z,Alice
1839,Americano,Regular,4.61,2024-11-19T13:43:47.103185Z,Bob
1840,Cortado,Oat,4.08,2024-11-19T19:08:18.103185Z,Alice
1841,Cortado,Regular,3.59,2024-11-19T02:27:53.103185Z,Bob
1842,Latte,Oat,2.51,2024-11-18T21:19:08.103185Z,Bob
1843,Cortado,Almond,4.24,2024-11-19T09:56:30.103185Z,Charlie
1844,Latte,Almond,2.63,2024-11-19T13:15:40.103185Z,Bob
1845,Americano,Almond,4.44,2024-11-18T23:27:23.103185Z,Alice
1846,Americano,Almond,4.61,2024-11-19T17:45:11.103185Z,Bob
1847,Cortado,Oat,4.6,2024-11-19T12:46:23.103185Z,Dana
1848,Latte,Almond,4.02,2024-11-19T14:00:13.103185Z,Alice
1849,Americano,Regular,2.93,2024-11-19T02:36:09.103185Z,Dana
1850,Latte,Oat,4.5,2024-11-19T10:09:50.103185Z,Dana
1851,Americano,Oat,4.0,2024-11-19T00:47:06.103185Z,Charlie
1852,Latte,Regular,3.69,2024-11-19T10:17:53.103185Z,Dana
1853,Latte,Almond,3.95,2024-11-18T20:34:22.103185Z,Bob
1854,Latte,Oat,4.97,2024-11-19T18:13:11.103185Z,Alice
1855,Latte,Almond,2.58,2024-11-19T08:16:53.103185Z,Alice
1856,Latte,Almond,4.75,2024-11-19T06:22:35.103185Z,Bob
1857,Cortado,Almond,3.23,2024-11-19T03:38:14.103185Z,Alice
1858,Americano,Oat,2.79,2024-11-19T10:00:10.103185Z,Bob
1859,Latte,Regular,4.23,2024-11-19T15:55:59.103185Z,Alice
1860,Americano,Oat,4.22,2024-11-18T20:04:37.103185Z,Bob
1861,Cortado,Oat,2.66,2024-11-19T16:21:39.103185Z,Bob
1862,Americano,Oat,4.36,2024-11-19T11:35:11.103185Z,Dana
1863,Latte,Almond,3.38,2024-11-19T05:19:35.103185Z,Charlie
1864,Cortado,Regular,4.45,2024-11-20T13:03:50.103185Z,Alice
1865,Americano,Almond,2.66,2024-11-20T13:37:25.103185Z,Bob
1866,Latte,Almond,2.88,2024-11-20T13:06:56.103185Z,Bob
1867,Americano,Oat,3.68,2024-11-20T12:06:55.103185Z,Charlie
1868,Cortado,Almond,2.99,2024-11-20T12:46:17.103185Z,Charlie
1869,Latte,Regular,4.83,2024-11-19T22:33:45.103185Z,Dana
1870,Latte,Oat,4.96,2024-11-19T22:32:57.103185Z,Dana
1871,Latte,Almond,4.04,2024-11-19T20:58:10.103185Z,Bob
1872,Cortado,Oat,4.2,2024-11-19T21:23:42.103185Z,Alice
1873,Americano,Almond,3.45,2024-11-20T05:53:40.103185Z,Alice
1874,Cortado,Oat,3.23,2024-11-20T10:07:27.103185Z,Charlie
1875,Americano,Almond,3.83,2024-11-20T15:26:21.103185Z,Bob
1876,Cortado,Regular,2.93,2024-11-20T05:33:53.103185Z,Bob
1877,Americano,Oat,4.78,2024-11-19T21:49:16.103185Z,Bob
1878,Latte,Oat,3.35,2024-11-20T02:03:47.103185Z,Dana
1879,Latte,Oat,2.72,2024-11-20T06:23:02.103185Z,Charlie
1880,Cortado,Oat,3.64,2024-11-20T09:28:26.103185Z,Alice
1881,Americano,Regular,3.93,2024-11-20T02:32:37.103185Z,Bob
1882,Americano,Almond,2.86,2024-11-20T03:59:51.103185Z,Bob
1883,Americano,Almond,2.8,2024-11-19T23:39:13.103185Z,Bob
1884,Cortado,Regular,2.61,2024-11-19T23:41:52.103185Z,Dana
1885,Cortado,Almond,3.93,2024-11-19T20:10:46.103185Z,Bob
1886,Cortado,Almond,4.36,2024-11-20T06:25:34.103185Z,Bob
1887,Americano,Almond,3.58,2024-11-19T23:47:54.103185Z,Charlie
1888,Cortado,Almond,3.28,2024-11-20T09:58:59.103185Z,Charlie
1889,Americano,Almond,3.27,2024-11-20T05:59:55.103185Z,Bob
1890,Latte,Regular,2.6,2024-11-19T20:23:30.103185Z,Charlie
1891,Latte,Almond,3.8,2024-11-20T06:22:34.103185Z,Dana
1892,Latte,Regular,3.27,2024-11-20T17:38:51.103185Z,Bob
1893,Cortado,Regular,4.26,2024-11-20T17:49:11.103185Z,Bob
1894,Americano,Almond,4.61,2024-11-20T13:37:06.103185Z,Dana
1895,Latte,Regular,2.67,2024-11-20T02:07:32.103185Z,Bob
1896,Latte,Oat,2.75,2024-11-20T11:48:51.103185Z,Charlie
1897,Latte,Regular,4.83,2024-11-20T07:08:45.103185Z,Bob
1898,Cortado,Oat,3.55,2024-11-20T09:03:29.103185Z,Charlie
1899,Americano,Oat,3.0,2024-11-20T16:17:19.103185Z,Alice
1900,Latte,Regular,3.74,2024-11-20T13:30:48.103185Z,Alice
1901,Americano,Oat,2.71,2024-11-19T19:17:00.103185Z,Dana
1902,Cortado,Oat,3.42,2024-11-20T13:34:57.103185Z,Dana
1903,Cortado,Almond,3.17,2024-11-20T10:18:15.103185Z,Alice
1904,Latte,Oat,4.82,2024-11-20T09:08:18.103185Z,Bob
1905,Latte,Regular,3.85,2024-11-20T10:13:24.103185Z,Alice
1906,Cortado,Almond,3.31,2024-11-20T18:32:57.103185Z,Bob
1907,Cortado,Regular,4.43,2024-11-20T11:48:51.103185Z,Bob
1908,Cortado,Regular,2.95,2024-11-20T05:07:28.103185Z,Alice
1909,Americano,Almond,4.48,2024-11-20T00:17:51.103185Z,Bob
1910,Latte,Almond,4.27,2024-11-20T03:42:13.103185Z,Dana
1911,Latte,Regular,4.94,2024-11-20T07:11:16.103185Z,Charlie
1912,Americano,Regular,3.48,2024-11-20T17:54:42.103185Z,Bob
1913,Cortado,Almond,4.47,2024-11-20T03:05:16.103185Z,Dana
1914,Americano,Oat,4.71,2024-11-21T06:57:06.103185Z,Bob
1915,Latte,Almond,2.7,2024-11-21T08:17:19.103185Z,Charlie
1916,Latte,Almond,3.06,2024-11-21T09:41:22.103185Z,Alice
1917,Latte,Almond,3.47,2024-11-21T05:13:58.103185Z,Dana
1918,Cortado,Almond,4.71,2024-11-21T01:30:30.103185Z,Charlie
1919,Latte,Regular,2.98,2024-11-21T02:42:49.103185Z,Alice
1920,Cortado,Almond,2.56,2024-11-21T09:24:11.103185Z,Dana
1921,Americano,Almond,2.79,2024-11-21T16:10:00.103185Z,Charlie
1922,Cortado,Oat,4.28,2024-11-20T21:42:09.103185Z,Alice
1923,Latte,Oat,3.04,2024-11-21T00:26:54.103185Z,Dana
1924,Americano,Oat,4.0,2024-11-21T08:46:34.103185Z,Dana
1925,Cortado,Regular,4.25,2024-11-21T17:58:44.103185Z,Charlie
1926,Cortado,Regular,3.53,2024-11-21T10:10:30.103185Z,Charlie
1927,Americano,Almond,3.36,2024-11-21T15:52:12.103185Z,Bob
1928,Latte,Oat,2.63,2024-11-20T22:29:17.103185Z,Bob
1929,Cortado,Regular,3.68,2024-11-21T04:40:26.103185Z,Bob
1930,Latte,Almond,3.62,2024-11-21T16:15:34.103185Z,Dana
1931,Americano,Oat,3.0,2024-11-20T23:17:12.103185Z,Alice
1932,Cortado,Oat,3.92,2024-11-21T09:38:23.103185Z,Dana
1933,Latte,Almond,3.17,2024-11-20T22:13:18.103185Z,Charlie
1934,Cortado,Oat,3.85,2024-11-20T21:24:22.103185Z,Alice
1935,Latte,Almond,2.5,2024-11-21T09:39:21.103185Z,Alice
1936,Americano,Almond,4.49,2024-11-21T03:27:46.103185Z,Dana
1937,Americano,Oat,4.05,2024-11-21T13:36:13.103185Z,Bob
1938,Latte,Oat,3.62,2024-11-21T16:57:10.103185Z,Charlie
1939,Latte,Almond,3.38,2024-11-20T19:52:18.103185Z,Charlie
1940,Americano,Regular,4.31,2024-11-20T21:33:43.103185Z,Charlie
1941,Cortado,Almond,3.18,2024-11-21T13:08:49.103185Z,Bob
1942,Latte,Almond,4.14,2024-11-21T16:06:53.103185Z,Alice
1943,Latte,Regular,3.79,2024-11-21T12:43:48.103185Z,Dana
1944,Cortado,Regular,4.5,2024-11-21T01:25:30.103185Z,Dana
1945,Cortado,Regular,4.09,2024-11-21T12:03:30.103185Z,Alice
1946,Cortado,Oat,4.45,2024-11-21T11:19:34.103185Z,Alice
1947,Latte,Oat,3.25,2024-11-20T19:38:01.103185Z,Dana
1948,Cortado,Almond,3.76,2024-11-21T06:36:25.103185Z,Charlie
1949,Americano,Almond,3.2,2024-11-21T11:12:39.103185Z,Dana
1950,Americano,Oat,4.74,2024-11-21T01:57:54.103185Z,Bob
1951,Americano,Regular,4.1,2024-11-20T20:40:15.103185Z,Bob
1952,Cortado,Oat,3.98,2024-11-21T06:56:03.103185Z,Alice
1953,Americano,Oat,4.65,2024-11-21T04:50:27.103185Z,Dana
1954,Latte,Regular,4.21,2024-11-20T20:04:53.103185Z,Dana
1955,Cortado,Regular,4.49,2024-11-21T18:35:24.103185Z,Alice
1956,Cortado,Oat,4.59,2024-11-21T12:29:35.103185Z,Dana
1957,Latte,Regular,3.08,2024-11-20T23:55:34.103185Z,Bob
1958,Cortado,Oat,3.37,2024-11-21T10:53:12.103185Z,Charlie
1959,Latte,Regular,2.97,2024-11-21T18:46:11.103185Z,Charlie
1960,Americano,Almond,3.76,2024-11-21T12:37:18.103185Z,Dana
1961,Americano,Oat,3.66,2024-11-21T04:29:21.103185Z,Alice
1962,Cortado,Regular,2.73,2024-11-21T02:52:56.103185Z,Dana
1963,Americano,Regular,4.57,2024-11-21T10:35:44.103185Z,Charlie
1964,Americano,Regular,4.24,2024-11-21T00:24:24.103185Z,Dana
1965,Americano,Oat,2.97,2024-11-21T13:31:37.103185Z,Alice
1966,Latte,Almond,4.66,2024-11-20T22:04:54.103185Z,Dana
1967,Cortado,Almond,2.58,2024-11-21T15:29:29.103185Z,Charlie
1968,Cortado,Almond,4.99,2024-11-21T03:59:39.103185Z,Charlie
1969,Americano,Oat,2.8,2024-11-21T16:53:08.103185Z,Dana
1970,Latte,Oat,4.5,2024-11-21T02:17:54.103185Z,Charlie
1971,Latte,Oat,4.03,2024-11-20T19:41:41.103185Z,Alice
1972,Americano,Regular,3.7,2024-11-21T21:13:09.103185Z,Dana
1973,Latte,Oat,4.12,2024-11-22T07:43:53.103185Z,Charlie
1974,Cortado,Almond,4.59,2024-11-22T14:28:27.103185Z,Charlie
1975,Americano,Oat,2.8,2024-11-22T12:10:01.103185Z,Dana
1976,Americano,Almond,2.86,2024-11-22T07:54:48.103185Z,Alice
1977,Latte,Regular,2.56,2024-11-22T00:02:06.103185Z,Charlie
1978,Americano,Oat,4.17,2024-11-22T16:40:45.103185Z,Bob
1979,Cortado,Oat,4.55,2024-11-22T00:06:23.103185Z,Dana
1980,Americano,Almond,2.58,2024-11-21T22:06:25.103185Z,Bob
1981,Cortado,Oat,3.77,2024-11-22T00:50:04.103185Z,Bob
1982,Cortado,Oat,3.34,2024-11-22T00:29:13.103185Z,Dana
1983,Cortado,Regular,4.79,2024-11-22T14:55:57.103185Z,Alice
1984,Cortado,Oat,4.41,2024-11-21T23:18:47.103185Z,Alice
1985,Latte,Oat,3.08,2024-11-22T05:50:42.103185Z,Alice
1986,Cortado,Almond,2.51,2024-11-22T15:08:58.103185Z,Charlie
1987,Latte,Regular,2.7,2024-11-22T12:01:09.103185Z,Alice
1988,Americano,Almond,4.27,2024-11-22T13:09:30.103185Z,Alice
1989,Cortado,Almond,4.21,2024-11-22T02:11:04.103185Z,Bob
1990,Latte,Regular,4.59,2024-11-21T23:00:15.103185Z,Bob
1991,Cortado,Oat,4.14,2024-11-22T06:43:04.103185Z,Bob
